"Diplomas and Completion"
4/3/2023

Year,Level,Division,Subgroup,Cohort,"Dropout Count","Dropout Rate","Advanced Diplomas","Standard Count","Other Diplomas Count","GED ISAEP","Standard and Other Diplomas Count","GED Other Non-Graduation Count","Other Non-Graduation Count"
2021,DIV,"Charlottesville City Public Schools","Multiple Races",30,0,0,18,7,4,0,1,1,11
2021,DIV,"Charlottesville City Public Schools","Students with Disabilities",47,3,6.4,9,20,14,0,1,1,34
2021,DIV,"Charlottesville City Public Schools",White,141,1,.7,111,24,2,0,3,3,26
2021,DIV,"Chesapeake City Public Schools","All Students",3283,92,2.8,1882,1080,108,36,85,121,1188
2021,DIV,"Chesapeake City Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Chesapeake City Public Schools",Asian,110,0,0,91,17,1,1,0,1,18
2021,DIV,"Chesapeake City Public Schools",Black,1115,36,3.2,490,475,65,10,39,49,540
2021,DIV,"Chesapeake City Public Schools","Economically Disadvantaged",1164,45,3.9,462,503,76,15,63,78,579
2021,DIV,"Chesapeake City Public Schools","English Learners",51,13,25.5,13,17,1,0,7,7,18
2021,DIV,"Chesapeake City Public Schools",Female,1604,33,2.1,1037,455,42,7,30,37,497
2021,DIV,"Chesapeake City Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Chesapeake City Public Schools",Hispanic,325,25,7.7,176,100,8,2,14,16,108
2021,DIV,"Chesapeake City Public Schools",Homeless,22,2,9.1,4,13,1,1,1,2,14
2021,DIV,"Chesapeake City Public Schools",Male,1677,59,3.5,845,624,65,29,55,84,689
2021,DIV,"Chesapeake City Public Schools","Military Connected",489,2,.4,339,134,6,4,4,8,140
2021,DIV,"Chesapeake City Public Schools","Multiple Races",259,2,.8,167,71,7,3,9,12,78
2021,DIV,"Chesapeake City Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Chesapeake City Public Schools","Students with Disabilities",567,24,4.2,89,325,108,4,15,21,433
2021,DIV,"Chesapeake City Public Schools",White,1456,29,2,949,409,26,20,23,43,435
2021,DIV,"Chesterfield County Public Schools","All Students",5141,307,6,2830,1803,71,46,84,130,1874
2021,DIV,"Chesterfield County Public Schools","American Indian",10,0,0,4,5,1,0,0,0,6
2021,DIV,"Chesterfield County Public Schools",Asian,201,1,.5,161,36,3,0,0,0,39
2021,DIV,"Chesterfield County Public Schools",Black,1391,73,5.2,602,633,43,6,34,40,676
2021,DIV,"Chesterfield County Public Schools","Economically Disadvantaged",1635,192,11.7,525,817,30,25,46,71,847
2021,DIV,"Chesterfield County Public Schools","English Learners",378,98,25.9,77,194,4,3,2,5,198
2021,DIV,"Chesterfield County Public Schools",Female,2538,107,4.2,1590,757,30,17,37,54,787
2021,DIV,"Chesterfield County Public Schools","Foster Care",13,4,30.8,0,7,0,2,0,2,7
2021,DIV,"Chesterfield County Public Schools",Hispanic,853,141,16.5,302,387,5,8,10,18,392
2021,DIV,"Chesterfield County Public Schools",Homeless,58,10,17.2,12,32,1,1,2,3,33
2021,DIV,"Chesterfield County Public Schools",Male,2603,200,7.7,1240,1046,41,29,47,76,1087
2021,DIV,"Chesterfield County Public Schools","Military Connected",55,0,0,39,15,0,0,1,1,15
2021,DIV,"Chesterfield County Public Schools","Multiple Races",247,12,4.9,129,101,1,2,2,4,102
2021,DIV,"Chesterfield County Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Chesterfield County Public Schools","Students with Disabilities",565,43,7.6,90,344,71,10,1,17,415
2021,DIV,"Chesterfield County Public Schools",White,2430,80,3.3,1624,640,18,30,38,68,658
2021,DIV,"Clarke County Public Schools","All Students",167,2,1.2,117,45,1,0,2,2,46
2021,DIV,"Clarke County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Clarke County Public Schools",Black,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Clarke County Public Schools","Economically Disadvantaged",29,0,0,14,14,0,0,1,1,14
2021,DIV,"Clarke County Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Clarke County Public Schools",Female,93,2,2.2,72,19,0,0,0,0,19
2021,DIV,"Clarke County Public Schools",Hispanic,13,1,7.7,9,2,1,0,0,0,3
2021,DIV,"Clarke County Public Schools",Male,74,0,0,45,26,1,0,2,2,27
2021,DIV,"Clarke County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Clarke County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Clarke County Public Schools","Students with Disabilities",15,0,0,2,12,1,0,0,0,13
2021,DIV,"Clarke County Public Schools",White,139,1,.7,96,40,0,0,2,2,40
2021,DIV,"Colonial Beach Public Schools","All Students",51,1,2,25,20,0,2,3,5,20
2021,DIV,"Colonial Beach Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Colonial Beach Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Colonial Beach Public Schools",Black,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Colonial Beach Public Schools","Economically Disadvantaged",29,0,0,14,12,0,2,1,3,12
2021,DIV,"Colonial Beach Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Colonial Beach Public Schools",Female,26,1,3.8,19,5,0,0,1,1,5
2021,DIV,"Colonial Beach Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Colonial Beach Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Colonial Beach Public Schools",Male,25,0,0,6,15,0,2,2,4,15
2021,DIV,"Colonial Beach Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Colonial Beach Public Schools","Native Hawaiian",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Colonial Beach Public Schools","Students with Disabilities",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Colonial Beach Public Schools",White,35,0,0,15,17,0,1,2,3,17
2021,DIV,"Colonial Heights City Public Schools","All Students",211,8,3.8,108,73,5,5,12,17,78
2021,DIV,"Colonial Heights City Public Schools",Asian,<,<,<,<,<,<,<,<,<,<
2021,DIV,"Colonial Heights City Public Schools",Black,45,3,6.7,15,25,0,1,1,2,25
2021,DIV,"Colonial Heights City Public Schools","Economically Disadvantaged",132,6,4.5,61,50,2,4,9,13,52
2021,DIV,"Colonial Heights City Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Colonial Heights City Public Schools",Female,105,5,4.8,63,28,2,2,5,7,30
2021,DIV,"Colonial Heights City Public Schools",Hispanic,16,2,12.5,8,5,0,0,1,1,5
2021,DIV,"Colonial Heights City Public Schools",Male,106,3,2.8,45,45,3,3,7,10,48
2021,DIV,"Colonial Heights City Public Schools","Multiple Races",14,0,0,9,2,1,1,1,2,3
2021,DIV,"Colonial Heights City Public Schools","Students with Disabilities",41,2,4.9,5,24,5,3,2,5,29
2021,DIV,"Colonial Heights City Public Schools",White,128,2,1.6,71,40,4,3,8,11,44
2021,DIV,"Craig County Public Schools","All Students",50,5,10,5,32,3,1,4,5,35
2021,DIV,"Craig County Public Schools",Black,<,<,<,<,<,<,<,<,<,<
2021,DIV,"Craig County Public Schools","Economically Disadvantaged",23,3,13,1,14,2,1,2,3,16
2021,DIV,"Craig County Public Schools",Female,22,2,9.1,1,14,2,1,2,3,16
2021,DIV,"Craig County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Craig County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Craig County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Craig County Public Schools",Male,28,3,10.7,4,18,1,0,2,2,19
2021,DIV,"Craig County Public Schools","Students with Disabilities",12,4,33.3,0,5,3,0,0,0,8
2021,DIV,"Craig County Public Schools",White,48,4,8.3,5,31,3,1,4,5,34
2021,DIV,"Culpeper County Public Schools","All Students",713,85,11.9,302,293,7,4,22,26,300
2021,DIV,"Culpeper County Public Schools","American Indian",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Culpeper County Public Schools",Asian,14,0,0,8,6,0,0,0,0,6
2021,DIV,"Culpeper County Public Schools",Black,106,3,2.8,39,55,1,1,7,8,56
2021,DIV,"Culpeper County Public Schools","Economically Disadvantaged",294,49,16.7,89,138,3,2,13,15,141
2021,DIV,"Culpeper County Public Schools","English Learners",88,53,60.2,12,23,0,0,0,0,23
2021,DIV,"Culpeper County Public Schools",Female,343,28,8.2,178,125,4,1,7,8,129
2021,DIV,"Culpeper County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Culpeper County Public Schools",Hispanic,176,58,33,45,65,1,0,7,7,66
2021,DIV,"Culpeper County Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2021,DIV,"Culpeper County Public Schools",Male,370,57,15.4,124,168,3,3,15,18,171
2021,DIV,"Culpeper County Public Schools","Military Connected",10,0,0,6,4,0,0,0,0,4
2021,DIV,"Culpeper County Public Schools","Multiple Races",45,1,2.2,19,24,1,0,0,0,25
2021,DIV,"Culpeper County Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Culpeper County Public Schools","Students with Disabilities",53,6,11.3,2,37,7,1,0,1,44
2021,DIV,"Culpeper County Public Schools",White,370,22,5.9,191,142,4,3,8,11,146
2021,DIV,"Cumberland County Public Schools","All Students",80,4,5,39,32,2,2,1,3,34
2021,DIV,"Cumberland County Public Schools",Black,45,1,2.2,19,23,1,0,1,1,24
2021,DIV,"Cumberland County Public Schools","Economically Disadvantaged",39,3,7.7,15,18,0,2,1,3,18
2021,DIV,"Cumberland County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Cumberland County Public Schools",Female,36,1,2.8,22,13,0,0,0,0,13
2021,DIV,"Cumberland County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Cumberland County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Cumberland County Public Schools",Male,44,3,6.8,17,19,2,2,1,3,21
2021,DIV,"Cumberland County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Cumberland County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Cumberland County Public Schools","Students with Disabilities",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Cumberland County Public Schools",White,28,3,10.7,15,8,1,1,0,1,9
2021,DIV,"Danville City Public Schools","All Students",366,45,12.3,102,169,9,9,32,41,178
2021,DIV,"Danville City Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Danville City Public Schools",Black,263,39,14.8,61,123,7,9,24,33,130
2021,DIV,"Danville City Public Schools","Economically Disadvantaged",254,30,11.8,60,122,7,6,29,35,129
2021,DIV,"Danville City Public Schools","English Learners",11,3,27.3,2,4,0,0,2,2,4
2021,DIV,"Danville City Public Schools",Female,185,16,8.6,65,86,2,2,14,16,88
2021,DIV,"Danville City Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Danville City Public Schools",Hispanic,34,5,14.7,9,17,0,0,3,3,17
2021,DIV,"Danville City Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Danville City Public Schools",Male,181,29,16,37,83,7,7,18,25,90
2021,DIV,"Danville City Public Schools","Multiple Races",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Danville City Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Danville City Public Schools","Students with Disabilities",56,17,30.4,1,25,9,0,4,4,34
2021,DIV,"Danville City Public Schools",White,64,0,0,32,25,2,0,5,5,27
2021,DIV,"Department of Juvenile Justice","All Students",17,6,35.3,0,2,1,7,1,8,3
2021,DIV,"Department of Juvenile Justice",Black,<,<,<,<,<,<,<,<,<,<
2021,DIV,"Department of Juvenile Justice","Economically Disadvantaged",17,6,35.3,0,2,1,7,1,8,3
2021,DIV,"Department of Juvenile Justice","English Learners",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Department of Juvenile Justice",Hispanic,<,<,<,<,<,<,<,<,<,<
2021,DIV,"Department of Juvenile Justice",Male,17,6,35.3,0,2,1,7,1,8,3
2021,DIV,"Department of Juvenile Justice","Students with Disabilities",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Department of Juvenile Justice",White,<,<,<,<,<,<,<,<,<,<
2021,DIV,"Dickenson County Public Schools","All Students",146,8,5.5,31,96,5,1,5,6,101
2021,DIV,"Dickenson County Public Schools","Economically Disadvantaged",84,6,7.1,13,55,4,1,5,6,59
2021,DIV,"Dickenson County Public Schools",Female,68,3,4.4,17,44,3,1,0,1,47
2021,DIV,"Dickenson County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Dickenson County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Dickenson County Public Schools",Male,78,5,6.4,14,52,2,0,5,5,54
2021,DIV,"Dickenson County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Dickenson County Public Schools","Students with Disabilities",28,3,10.7,1,19,5,0,0,0,24
2021,DIV,"Dickenson County Public Schools",White,143,8,5.6,30,94,5,1,5,6,99
2021,DIV,"Dinwiddie County Public Schools","All Students",336,18,5.4,107,181,13,2,15,17,194
2021,DIV,"Dinwiddie County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Dinwiddie County Public Schools",Black,125,1,.8,42,69,5,2,6,8,74
2021,DIV,"Dinwiddie County Public Schools","Economically Disadvantaged",166,13,7.8,42,87,13,0,11,11,100
2021,DIV,"Dinwiddie County Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Dinwiddie County Public Schools",Female,154,9,5.8,69,67,5,1,3,4,72
2021,DIV,"Dinwiddie County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Dinwiddie County Public Schools",Hispanic,19,3,15.8,2,12,0,0,2,2,12
2021,DIV,"Dinwiddie County Public Schools",Male,182,9,4.9,38,114,8,1,12,13,122
2021,DIV,"Dinwiddie County Public Schools","Multiple Races",20,3,15,8,8,0,0,1,1,8
2021,DIV,"Dinwiddie County Public Schools","Students with Disabilities",55,1,1.8,2,38,13,0,1,1,51
2021,DIV,"Dinwiddie County Public Schools",White,171,11,6.4,54,92,8,0,6,6,100
2021,DIV,"Essex County Public Schools","All Students",110,4,3.6,51,47,5,0,3,3,52
2021,DIV,"Essex County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Essex County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Essex County Public Schools",Black,47,1,2.1,22,18,5,0,1,1,23
2021,DIV,"Essex County Public Schools","Economically Disadvantaged",62,3,4.8,22,30,5,0,2,2,35
2021,DIV,"Essex County Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Essex County Public Schools",Female,52,1,1.9,32,16,1,0,2,2,17
2021,DIV,"Essex County Public Schools",Hispanic,<,<,<,<,<,<,<,<,<,<
2021,DIV,"Essex County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Essex County Public Schools",Male,58,3,5.2,19,31,4,0,1,1,35
2021,DIV,"Essex County Public Schools","Multiple Races",12,1,8.3,5,6,0,0,0,0,6
2021,DIV,"Essex County Public Schools","Students with Disabilities",19,2,10.5,0,10,5,0,2,2,15
2021,DIV,"Essex County Public Schools",White,45,1,2.2,23,19,0,0,2,2,19
2021,DIV,"Fairfax County Public Schools","All Students",14793,715,4.8,9553,4157,216,29,123,152,4373
2021,DIV,"Fairfax County Public Schools","American Indian",38,7,18.4,19,11,0,0,1,1,11
2021,DIV,"Fairfax County Public Schools",Asian,3109,26,.8,2569,459,36,3,16,19,495
2021,DIV,"Fairfax County Public Schools",Black,1509,43,2.8,810,607,31,1,17,18,638
2021,DIV,"Fairfax County Public Schools","Economically Disadvantaged",4421,318,7.2,1841,2102,79,10,71,81,2181
2021,DIV,"Fairfax County Public Schools","English Learners",2381,584,24.5,384,1240,102,4,58,71,1342
2021,DIV,"Fairfax County Public Schools",Female,6988,252,3.6,4889,1714,63,11,59,70,1777
2021,DIV,"Fairfax County Public Schools","Foster Care",27,6,22.2,3,13,4,0,1,1,17
2021,DIV,"Fairfax County Public Schools",Hispanic,3861,587,15.2,1496,1641,58,11,68,79,1699
2021,DIV,"Fairfax County Public Schools",Homeless,135,43,31.9,19,64,5,0,4,4,69
2021,DIV,"Fairfax County Public Schools",Male,7787,463,5.9,4655,2434,153,18,64,82,2587
2021,DIV,"Fairfax County Public Schools","Military Connected",677,4,.6,459,208,3,2,1,3,211
2021,DIV,"Fairfax County Public Schools","Multiple Races",769,13,1.7,564,180,8,1,3,4,188
2021,DIV,"Fairfax County Public Schools","Native Hawaiian",16,0,0,10,6,0,0,0,0,6
2021,DIV,"Fairfax County Public Schools","Students with Disabilities",1970,75,3.8,445,1210,216,9,12,24,1426
2021,DIV,"Fairfax County Public Schools",White,5491,39,.7,4085,1253,83,13,18,31,1336
2021,DIV,"Falls Church City Public Schools","All Students",223,1,.4,161,59,0,1,1,2,59
2021,DIV,"Falls Church City Public Schools",Asian,15,0,0,10,5,0,0,0,0,5
2021,DIV,"Falls Church City Public Schools",Black,12,0,0,8,4,0,0,0,0,4
2021,DIV,"Falls Church City Public Schools","Economically Disadvantaged",24,1,4.2,9,14,0,0,0,0,14
2021,DIV,"Falls Church City Public Schools","English Learners",11,1,9.1,2,8,0,0,0,0,8
2021,DIV,"Falls Church City Public Schools",Female,112,1,.9,80,30,0,1,0,1,30
2021,DIV,"Falls Church City Public Schools",Hispanic,34,1,2.9,15,18,0,0,0,0,18
2021,DIV,"Falls Church City Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Falls Church City Public Schools",Male,111,0,0,81,29,0,0,1,1,29
2021,DIV,"Falls Church City Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Falls Church City Public Schools","Multiple Races",23,0,0,17,5,0,1,0,1,5
2021,DIV,"Falls Church City Public Schools","Students with Disabilities",25,0,0,8,15,0,1,1,2,15
2021,DIV,"Falls Church City Public Schools",White,139,0,0,111,27,0,0,1,1,27
2021,DIV,"Fauquier County Public Schools","All Students",983,27,2.7,533,384,15,10,14,24,399
2021,DIV,"Fauquier County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Fauquier County Public Schools",Asian,21,1,4.8,18,1,0,1,0,1,1
2021,DIV,"Fauquier County Public Schools",Black,70,3,4.3,33,29,1,3,1,4,30
2021,DIV,"Fauquier County Public Schools","Economically Disadvantaged",209,11,5.3,75,112,3,6,2,8,115
2021,DIV,"Fauquier County Public Schools","English Learners",47,6,12.8,12,21,3,0,5,5,24
2021,DIV,"Fauquier County Public Schools",Female,462,6,1.3,284,159,4,2,7,9,163
2021,DIV,"Fauquier County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Fauquier County Public Schools",Hispanic,178,11,6.2,84,75,5,1,2,3,80
2021,DIV,"Fauquier County Public Schools",Homeless,10,1,10,2,6,1,0,0,0,7
2021,DIV,"Fauquier County Public Schools",Male,521,21,4,249,225,11,8,7,15,236
2021,DIV,"Fauquier County Public Schools","Military Connected",23,0,0,16,7,0,0,0,0,7
2021,DIV,"Fauquier County Public Schools","Multiple Races",46,2,4.3,14,28,0,1,1,2,28
2021,DIV,"Fauquier County Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Fauquier County Public Schools","Students with Disabilities",129,5,3.9,17,91,15,1,0,1,106
2021,DIV,"Fauquier County Public Schools",White,665,10,1.5,381,251,9,4,10,14,260
2021,DIV,"Floyd County Public Schools","All Students",161,3,1.9,82,71,3,1,1,2,74
2021,DIV,"Floyd County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Floyd County Public Schools",Black,<,<,<,<,<,<,<,<,<,<
2021,DIV,"Floyd County Public Schools","Economically Disadvantaged",48,1,2.1,20,24,1,1,1,2,25
2021,DIV,"Floyd County Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Floyd County Public Schools",Female,80,0,0,56,22,1,1,0,1,23
2021,DIV,"Floyd County Public Schools",Hispanic,<,<,<,<,<,<,<,<,<,<
2021,DIV,"Floyd County Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2021,DIV,"Floyd County Public Schools",Male,81,3,3.7,26,49,2,0,1,1,51
2021,DIV,"Floyd County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Floyd County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Floyd County Public Schools","Students with Disabilities",21,0,0,4,13,3,1,0,1,16
2021,DIV,"Floyd County Public Schools",White,148,1,.7,77,65,3,1,1,2,68
2021,DIV,"Fluvanna County Public Schools","All Students",305,6,2,140,145,3,0,11,11,148
2021,DIV,"Fluvanna County Public Schools","American Indian",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Fluvanna County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Fluvanna County Public Schools",Black,42,1,2.4,14,25,1,0,1,1,26
2021,DIV,"Fluvanna County Public Schools","Economically Disadvantaged",117,1,.9,35,71,3,0,7,7,74
2021,DIV,"Fluvanna County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Fluvanna County Public Schools",Female,149,3,2,86,53,2,0,5,5,55
2021,DIV,"Fluvanna County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Fluvanna County Public Schools",Hispanic,23,1,4.3,11,10,0,0,1,1,10
2021,DIV,"Fluvanna County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Fluvanna County Public Schools",Male,156,3,1.9,54,92,1,0,6,6,93
2021,DIV,"Fluvanna County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Fluvanna County Public Schools","Multiple Races",20,0,0,4,16,0,0,0,0,16
2021,DIV,"Fluvanna County Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Fluvanna County Public Schools","Students with Disabilities",37,1,2.7,1,32,3,0,0,0,35
2021,DIV,"Fluvanna County Public Schools",White,215,3,1.4,108,93,2,0,9,9,95
2021,DIV,"Franklin City Public Schools","All Students",79,10,12.7,31,31,5,1,1,2,36
2021,DIV,"Franklin City Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Franklin City Public Schools",Black,66,10,15.2,21,28,5,1,1,2,33
2021,DIV,"Franklin City Public Schools","Economically Disadvantaged",50,7,14,19,21,1,1,1,2,22
2021,DIV,"Franklin City Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Franklin City Public Schools",Female,35,4,11.4,15,13,2,1,0,1,15
2021,DIV,"Franklin City Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Franklin City Public Schools",Male,44,6,13.6,16,18,3,0,1,1,21
2021,DIV,"Franklin City Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Franklin City Public Schools","Students with Disabilities",12,1,8.3,0,6,5,0,0,0,11
2021,DIV,"Franklin City Public Schools",White,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Franklin County Public Schools","All Students",487,54,11.1,204,215,10,0,4,4,225
2021,DIV,"Franklin County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Franklin County Public Schools",Black,32,2,6.3,14,12,3,0,1,1,15
2021,DIV,"Franklin County Public Schools","Economically Disadvantaged",201,31,15.4,53,105,8,0,4,4,113
2021,DIV,"Franklin County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Franklin County Public Schools",Female,232,16,6.9,135,79,2,0,0,0,81
2021,DIV,"Franklin County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Franklin County Public Schools",Hispanic,33,1,3,15,16,1,0,0,0,17
2021,DIV,"Franklin County Public Schools",Male,255,38,14.9,69,136,8,0,4,4,144
2021,DIV,"Franklin County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Franklin County Public Schools","Multiple Races",26,3,11.5,7,15,1,0,0,0,16
2021,DIV,"Franklin County Public Schools","Students with Disabilities",66,16,24.2,2,38,10,0,0,0,48
2021,DIV,"Franklin County Public Schools",White,393,48,12.2,165,172,5,0,3,3,177
2021,DIV,"Frederick County Public Schools","All Students",1099,37,3.4,493,523,24,1,21,22,547
2021,DIV,"Frederick County Public Schools",Asian,18,0,0,14,4,0,0,0,0,4
2021,DIV,"Frederick County Public Schools",Black,46,1,2.2,18,25,1,0,1,1,26
2021,DIV,"Frederick County Public Schools","Economically Disadvantaged",276,17,6.2,58,182,10,0,9,9,192
2021,DIV,"Frederick County Public Schools","English Learners",49,7,14.3,10,25,4,0,3,3,29
2021,DIV,"Frederick County Public Schools",Female,555,18,3.2,275,243,10,1,8,9,253
2021,DIV,"Frederick County Public Schools",Hispanic,235,15,6.4,79,128,6,0,7,7,134
2021,DIV,"Frederick County Public Schools",Homeless,24,2,8.3,2,19,0,0,1,1,19
2021,DIV,"Frederick County Public Schools",Male,544,19,3.5,218,280,14,0,13,13,294
2021,DIV,"Frederick County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Frederick County Public Schools","Multiple Races",32,2,6.3,14,15,1,0,0,0,16
2021,DIV,"Frederick County Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Frederick County Public Schools","Students with Disabilities",154,8,5.2,10,107,24,0,5,5,131
2021,DIV,"Frederick County Public Schools",White,767,19,2.5,368,350,16,1,13,14,366
2021,DIV,"Fredericksburg City Public Schools","All Students",278,35,12.6,122,111,3,1,6,7,114
2021,DIV,"Fredericksburg City Public Schools",Asian,10,1,10,6,3,0,0,0,0,3
2021,DIV,"Fredericksburg City Public Schools",Black,101,8,7.9,39,46,2,0,6,6,48
2021,DIV,"Fredericksburg City Public Schools","Economically Disadvantaged",120,22,18.3,29,62,1,1,5,6,63
2021,DIV,"Fredericksburg City Public Schools","English Learners",36,19,52.8,3,14,0,0,0,0,14
2021,DIV,"Fredericksburg City Public Schools",Female,133,14,10.5,60,58,0,0,1,1,58
2021,DIV,"Fredericksburg City Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Fredericksburg City Public Schools",Hispanic,71,18,25.4,25,28,0,0,0,0,28
2021,DIV,"Fredericksburg City Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2021,DIV,"Fredericksburg City Public Schools",Male,145,21,14.5,62,53,3,1,5,6,56
2021,DIV,"Fredericksburg City Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Fredericksburg City Public Schools","Multiple Races",16,2,12.5,3,9,1,1,0,1,10
2021,DIV,"Fredericksburg City Public Schools","Students with Disabilities",35,7,20,1,23,3,0,1,1,26
2021,DIV,"Fredericksburg City Public Schools",White,80,6,7.5,49,25,0,0,0,0,25
2021,DIV,"Galax City Public Schools","All Students",83,6,7.2,23,48,2,2,2,4,50
2021,DIV,"Galax City Public Schools",Black,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Galax City Public Schools","Economically Disadvantaged",53,6,11.3,12,31,1,1,2,3,32
2021,DIV,"Galax City Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Galax City Public Schools",Female,43,2,4.7,12,25,1,1,2,3,26
